txn_id,txn_date,txn_time,vendor,vehicle_id,driver_id,gallons,unit_cost,total_cost,pos_odometer,gps_odometer,pump_lat,pump_lon,gps_lat,gps_lon
500197,2026-03-21,11:19,PetroPass,TRK-4406,D-106,44.2,3.911,172.86,252123,252140,43.6028,-79.6643,43.6025,-79.6638
500198,2026-03-24,07:45,Love's,TRK-4406,D-106,67.4,3.974,267.83,252658,252655,35.1389,-90.0048,35.1342,-90.0111
500199,2026-03-26,18:02,PetroPass,TRK-4406,D-106,71.1,3.964,281.85,253159,253146,41.6392,-93.5565,41.6312,-93.5745
500200,2026-03-29,19:02,Love's,TRK-4406,D-106,60.0,3.908,234.48,253565,253562,32.77,-96.8524,32.7621,-96.8503
500201,2026-04-01,14:03,TA/Petro,TRK-4406,D-106,70.8,3.911,276.91,254065,254060,39.1031,-84.4946,39.1053,-84.4869
500202,2026-04-03,06:47,TA/Petro,TRK-4406,D-106,67.4,3.979,268.18,254565,254546,41.5738,-93.5789,41.5845,-93.5779
500203,2026-04-06,07:21,TA/Petro,TRK-4406,D-106,55.7,3.987,222.09,254952,254954,40.4423,-79.984,40.4549,-79.985
500204,2026-04-09,12:56,FleetOne,TRK-4406,D-106,55.7,3.809,212.14,255363,255370,42.2818,-82.9936,42.2811,-82.9863
500205,2026-04-10,13:46,Pilot,TRK-4406,D-106,75.4,3.829,288.68,255914,255904,40.4339,-80.0372,40.4287,-80.0466
500206,2026-04-13,14:53,Pilot,TRK-4406,D-106,93.8,3.694,346.46,256486,256496,32.6692,-96.8425,32.6584,-96.8455
500207,2026-04-16,17:24,Pilot,TRK-4406,D-106,74.5,4.04,301.01,257011,257019,41.8813,-87.4939,41.8837,-87.5126
500208,2026-04-18,09:11,Love's,TRK-4406,D-106,63.6,4.252,270.4,257490,257488,41.6363,-93.6466,41.6263,-93.6462
500209,2026-04-19,14:07,Pilot,TRK-4406,D-106,66.1,3.828,253.03,257978,257969,41.873,-87.6088,41.8739,-87.6028
500210,2026-04-22,17:45,PetroPass,TRK-4406,D-106,74.3,3.885,288.65,258489,258489,40.449,-79.9354,40.4668,-79.9441
500211,2026-04-23,14:42,FleetOne,TRK-4406,D-106,54.2,3.964,214.84,258912,258910,35.0616,-89.9957,35.0536,-90.0067
500212,2026-04-24,17:45,PetroPass,TRK-4406,D-106,95.3,4.023,383.37,259587,259587,43.5357,-79.5209,43.5264,-79.5313
500213,2026-04-26,06:53,PetroPass,TRK-4406,D-106,66.7,3.829,255.4,260027,260040,42.2303,-82.9529,42.2352,-82.9591
500214,2026-04-28,10:35,Love's,TRK-4406,D-106,77.0,3.937,303.17,260627,260625,42.1809,-82.9483,42.1691,-82.945
500215,2026-05-01,13:36,Pilot,TRK-4406,D-106,35.5,3.971,140.96,260889,260891,40.3903,-79.9761,40.3981,-79.97
500216,2026-05-02,12:29,Pilot,TRK-4406,D-106,68.0,4.045,275.04,261404,261408,32.7063,-96.9532,32.6936,-96.9343
500217,2026-05-04,07:19,PetroPass,TRK-4406,D-106,70.5,3.991,281.4,261897,261889,35.1229,-89.9818,35.1299,-89.9591
500218,2026-05-07,20:03,TA/Petro,TRK-4406,D-106,85.8,3.886,333.42,262470,262472,43.6464,-79.4714,43.6389,-79.4764
500219,2026-05-09,19:56,PetroPass,TRK-4406,D-106,31.4,4.005,125.77,262706,262703,41.5753,-93.5032,41.5755,-93.4903
500220,2026-05-12,12:19,Love's,TRK-4406,D-106,84.0,4.024,338.05,263310,263307,40.3856,-79.9798,40.4079,-79.9825
500221,2026-05-13,09:26,PetroPass,TRK-4406,D-106,58.9,4.028,237.22,263780,263788,41.789,-87.5265,41.7907,-87.5165
500222,2026-05-16,19:21,TA/Petro,TRK-4406,D-106,64.6,3.963,255.99,264263,264265,42.3417,-82.9475,42.3502,-82.9327
500223,2026-05-19,18:28,Pilot,TRK-4406,D-106,73.1,3.924,286.81,264823,264818,43.5654,-79.5249,43.5729,-79.5184
500224,2026-05-20,09:32,Pilot,TRK-4406,D-106,46.2,3.973,183.53,265188,265191,32.7605,-96.7214,32.7762,-96.7314
500225,2026-05-23,07:09,Pilot,TRK-4406,D-106,89.9,3.892,349.88,265803,265804,39.0558,-84.4606,39.0448,-84.4629
500226,2026-05-25,20:41,PetroPass,TRK-4406,D-106,37.1,3.845,142.65,266061,266065,41.5957,-93.6137,41.6036,-93.629
500227,2026-03-06,06:02,TA/Petro,TRK-4407,D-107,79.2,3.943,312.31,410204,410213,39.1353,-84.583,39.1384,-84.5919
500228,2026-03-07,10:50,TA/Petro,TRK-4407,D-107,60.3,3.883,234.15,410622,410635,39.149,-84.4859,39.142,-84.4946
500229,2026-03-09,10:20,Love's,TRK-4407,D-107,36.0,3.815,137.33,410896,410902,39.0149,-84.5721,39.026,-84.5585
500230,2026-03-12,21:22,TA/Petro,TRK-4407,D-107,34.1,3.908,133.26,411189,411172,39.1775,-84.5218,39.1785,-84.5104
500231,2026-03-15,09:03,Pilot,TRK-4407,D-107,82.6,4.104,339.0,411818,411816,43.6051,-79.6121,43.5955,-79.622
500232,2026-03-18,21:29,Pilot,TRK-4407,D-107,69.5,3.804,264.4,412299,412303,40.437,-79.959,40.463,-79.9628
500233,2026-03-21,10:05,Love's,TRK-4407,D-107,58.8,4.031,237.03,412720,412734,32.6795,-96.7955,32.6894,-96.8016
500234,2026-03-24,16:17,Pilot,TRK-4407,D-107,49.9,3.772,188.21,413102,413096,42.2649,-83.0387,42.2605,-83.0255
500235,2026-03-27,06:57,Pilot,TRK-4407,D-107,62.3,4.038,251.54,413535,413537,40.4018,-80.1016,40.4039,-80.094
500236,2026-03-28,21:26,PetroPass,TRK-4407,D-107,69.3,3.935,272.69,414037,414037,35.0943,-89.9946,35.1028,-89.9809
500237,2026-03-30,09:15,FleetOne,TRK-4407,D-107,73.3,4.114,301.53,414590,414586,42.2939,-83.1096,42.2884,-83.0973
500238,2026-04-02,07:27,Love's,TRK-4407,D-107,77.2,4.088,315.59,415105,415109,39.1761,-84.4821,39.1851,-84.4851
500239,2026-04-05,20:07,PetroPass,TRK-4407,D-107,77.2,3.862,298.15,415676,415662,32.7718,-96.7722,32.7547,-96.7744
500240,2026-04-06,13:05,TA/Petro,TRK-4407,D-107,58.2,4.234,246.42,416118,416123,40.4341,-80.0035,40.4304,-79.9927
500241,2026-04-07,15:57,TA/Petro,TRK-4407,D-107,70.2,3.924,275.45,416630,416625,41.5565,-93.6433,41.5403,-93.6371
500242,2026-04-08,11:18,Pilot,TRK-4407,D-107,65.1,3.943,256.7,417080,417076,39.0756,-84.5156,39.0959,-84.5329
500243,2026-04-09,11:52,Pilot,TRK-4407,D-107,54.9,4.008,220.06,417520,417517,43.495,-79.558,43.5094,-79.5431
500244,2026-04-12,07:35,TA/Petro,TRK-4407,D-107,92.7,3.809,353.07,418166,418148,40.4101,-79.978,40.392,-79.9733
500245,2026-04-14,19:45,Pilot,TRK-4407,D-107,68.7,4.007,275.29,418652,418645,42.2518,-82.9367,42.2655,-82.9466
500246,2026-04-15,12:14,Pilot,TRK-4407,D-107,76.0,3.962,301.14,419183,419166,35.1705,-89.9845,35.1767,-89.9929
500247,2026-04-17,20:23,TA/Petro,TRK-4407,D-107,44.6,4.136,184.45,419501,419501,42.2043,-82.9481,42.1989,-82.934
500248,2026-04-18,12:29,TA/Petro,TRK-4407,D-107,52.7,3.92,206.61,419896,419900,42.3414,-83.0665,42.3247,-83.0583
500249,2026-04-21,07:34,Love's,TRK-4407,D-107,58.2,4.09,238.01,420321,420319,41.6829,-93.6342,41.676,-93.6189
500250,2026-04-22,21:29,Pilot,TRK-4407,D-107,89.7,3.828,343.33,420921,420921,41.8979,-87.5955,41.888,-87.596
500251,2026-04-24,14:42,PetroPass,TRK-4407,D-107,79.8,3.901,311.27,421455,421463,40.4332,-80.0293,40.4391,-80.0301
500252,2026-04-27,09:19,TA/Petro,TRK-4407,D-107,70.0,3.873,271.11,421939,421929,39.1146,-84.3804,39.104,-84.3993
500253,2026-04-29,19:47,FleetOne,TRK-4407,D-107,60.1,3.807,228.83,422345,422356,35.1225,-90.0504,35.1155,-90.0539
500254,2026-05-02,08:03,TA/Petro,TRK-4407,D-107,60.8,3.947,239.98,422804,422800,42.2672,-82.9654,42.2816,-82.9701
500255,2026-03-04,13:59,PetroPass,TRK-4408,D-108,48.2,4.135,199.3,241976,241974,35.0889,-89.9502,35.082,-89.9651
500256,2026-03-05,15:31,TA/Petro,TRK-4408,D-108,79.3,3.758,298.02,242574,242570,43.5968,-79.6183,43.6108,-79.6087
500257,2026-03-08,21:17,PetroPass,TRK-4408,D-108,61.7,3.783,233.42,242976,242973,32.7418,-96.7407,32.7439,-96.7425
500258,2026-03-11,13:07,Love's,TRK-4408,D-108,143.4,4.056,581.63,243444,243442,42.243,-83.0071,42.2437,-83.0059
500259,2026-03-13,19:42,PetroPass,TRK-4408,D-108,144.7,3.69,533.94,243937,243938,43.609,-79.6293,43.6053,-79.6383
500260,2026-03-15,06:29,Love's,TRK-4408,D-108,51.5,4.209,216.77,244333,244313,43.5987,-79.6201,43.5893,-79.6225
500261,2026-03-16,19:12,Love's,TRK-4408,D-108,75.9,3.684,279.58,244850,244851,43.651,-79.542,43.07340064063528,-79.28002539740976
500262,2026-03-17,15:03,Pilot,TRK-4408,D-108,74.3,3.707,275.44,245372,245366,35.154,-90.0599,35.1603,-90.0566
500263,2026-03-19,13:12,Pilot,TRK-4408,D-108,47.9,4.083,195.59,245708,245701,40.3729,-80.0347,40.3547,-80.0172
500264,2026-03-20,18:14,Love's,TRK-4408,D-108,150.5,3.925,590.71,246225,246233,39.2317,-84.4722,39.2271,-84.4675
500265,2026-03-22,11:32,Love's,TRK-4408,D-108,81.3,4.008,325.83,246754,246758,42.3047,-82.9995,42.3042,-83.0052
500266,2026-03-25,12:24,Pilot,TRK-4408,D-108,112.3,4.115,462.11,247162,247167,42.2714,-82.972,42.2688,-82.9662
500267,2026-03-28,09:07,FleetOne,TRK-4408,D-108,168.7,3.822,644.77,247715,247726,43.6054,-79.5137,43.5863,-79.5109
500268,2026-03-29,12:01,TA/Petro,TRK-4408,D-108,63.3,3.951,250.1,248156,248168,43.5269,-79.561,43.776413639756285,-78.95600081289642
500269,2026-03-31,21:24,FleetOne,TRK-4408,D-108,57.0,3.933,224.16,249124,248555,40.4921,-79.9038,40.4755,-79.8788
500270,2026-04-03,15:03,TA/Petro,TRK-4408,D-108,58.8,3.934,231.31,248954,248946,39.1115,-84.4402,39.395539563394564,-84.16414369949386
500271,2026-04-04,19:52,PetroPass,TRK-4408,D-108,58.6,3.865,226.48,250372,249366,40.369,-79.9607,40.3787,-79.9622
500272,2026-04-05,13:21,FleetOne,TRK-4408,D-108,64.4,3.941,253.79,249766,249772,41.583,-93.6445,41.5683,-93.6382
500273,2026-04-08,09:39,PetroPass,TRK-4408,D-108,55.3,4.179,231.12,250130,250139,32.7032,-96.7714,32.6848,-96.7782
500274,2026-04-09,16:52,Pilot,TRK-4408,D-108,38.2,3.869,147.81,249710,250417,40.4198,-79.9847,40.4288,-79.9772
500275,2026-04-11,21:54,PetroPass,TRK-4408,D-108,151.9,3.89,590.89,250938,250943,42.2834,-83.0409,42.2876,-83.0418
500276,2026-04-12,10:07,FleetOne,TRK-4408,D-108,83.9,3.821,320.55,251090,251511,41.872,-87.6703,41.8822,-87.6757
500277,2026-04-15,07:43,Love's,TRK-4408,D-108,66.6,4.032,268.5,251996,251993,40.3758,-79.9056,40.3757,-79.928
500278,2026-04-17,20:32,Pilot,TRK-4408,D-108,90.0,4.087,367.81,252645,252638,40.4112,-80.0636,40.68592557793818,-80.67723918534074
500279,2026-04-18,17:04,PetroPass,TRK-4408,D-108,51.9,3.838,199.2,252974,252996,35.1435,-89.9411,35.154,-89.9486
500280,2026-04-19,14:16,Pilot,TRK-4408,D-108,62.8,4.196,263.53,253453,253440,41.9012,-87.6147,41.8999,-87.6124
500281,2026-04-21,08:23,FleetOne,TRK-4408,D-108,81.0,4.063,329.12,254029,254025,32.6853,-96.9258,32.664,-96.936
500282,2026-04-24,17:37,Pilot,TRK-4408,D-108,90.3,3.946,356.31,254675,254681,39.0632,-84.4986,39.0472,-84.4845
500283,2026-04-27,20:47,FleetOne,TRK-4408,D-108,84.0,3.945,331.41,255252,255253,43.5708,-79.594,43.74722344923752,-79.24246842525196
500284,2026-04-30,09:35,Pilot,TRK-4408,D-108,74.8,3.921,293.27,256462,255725,43.5339,-79.6224,43.536,-79.6065
500285,2026-05-01,06:31,Pilot,TRK-4408,D-108,200.1,4.308,862.03,256358,256352,39.0757,-84.5383,39.0636,-84.515
500286,2026-05-04,09:06,FleetOne,TRK-4408,D-108,171.0,3.718,635.78,256899,256894,43.5769,-79.6987,43.5875,-79.7014
500287,2026-05-06,21:07,TA/Petro,TRK-4408,D-108,132.0,4.098,540.94,257319,257336,32.6717,-96.8315,32.6822,-96.8278
500288,2026-05-07,10:38,PetroPass,TRK-4408,D-108,73.0,3.924,286.48,257854,257852,35.0728,-89.9632,35.0592,-89.9716
500289,2026-05-08,13:28,Love's,TRK-4408,D-108,111.7,4.114,459.53,258221,258221,32.7243,-96.793,32.7234,-96.8014
500290,2026-05-09,16:11,FleetOne,TRK-4408,D-108,57.4,3.98,228.46,258629,258621,40.4243,-79.9739,40.4332,-79.9596
500291,2026-03-04,15:03,PetroPass,TRK-4409,D-109,60.9,3.884,236.52,310476,310456,42.2664,-83.0158,42.2782,-83.0138
500292,2026-03-05,17:08,Pilot,TRK-4409,D-109,71.5,4.015,287.09,310924,310937,41.7038,-93.6423,41.7124,-93.6402
500293,2026-03-07,18:54,TA/Petro,TRK-4409,D-109,59.2,3.691,218.52,311335,311340,41.9524,-87.6233,41.9413,-87.621
500294,2026-03-09,07:48,Love's,TRK-4409,D-109,52.7,3.973,209.38,311709,311715,41.9485,-87.5381,41.9418,-87.5287
500295,2026-03-12,06:30,Love's,TRK-4409,D-109,85.3,4.252,362.69,312314,312315,35.0492,-90.0261,35.057,-90.0156
500296,2026-03-14,10:17,PetroPass,TRK-4409,D-109,67.7,3.828,259.16,312809,312806,40.4118,-79.9392,40.4279,-79.9314
500297,2026-03-16,14:45,FleetOne,TRK-4409,D-109,65.7,3.763,247.21,313277,313273,42.3093,-82.9656,42.3147,-82.9632
500298,2026-03-18,11:10,Love's,TRK-4409,D-109,62.1,4.05,251.52,313678,313687,40.3665,-79.9974,40.3603,-80.0027
500299,2026-03-21,14:48,PetroPass,TRK-4409,D-109,85.4,3.922,334.91,314219,314216,41.5604,-93.6114,41.5629,-93.6154
500300,2026-03-22,07:07,TA/Petro,TRK-4409,D-109,95.2,3.991,379.9,314849,314856,41.5546,-93.5791,41.5532,-93.5852
500301,2026-03-25,17:55,Love's,TRK-4409,D-109,49.5,3.942,195.14,315197,315204,39.1277,-84.4662,39.1213,-84.4628
500302,2026-03-27,10:56,TA/Petro,TRK-4409,D-109,57.8,4.053,234.28,315584,315578,41.9488,-87.598,41.9566,-87.6156
500303,2026-03-28,06:28,Pilot,TRK-4409,D-109,71.9,3.725,267.85,316086,316092,41.6282,-93.5655,41.6146,-93.5753
500304,2026-03-31,17:34,Love's,TRK-4409,D-109,49.6,3.963,196.56,316442,316444,41.841,-87.6058,41.8516,-87.6188
500305,2026-04-01,08:11,Pilot,TRK-4409,D-109,66.7,3.904,260.4,316880,316872,42.3214,-83.0171,42.3262,-83.0139
500306,2026-04-02,13:00,Pilot,TRK-4409,D-109,72.2,3.796,274.09,317364,317347,32.7508,-96.7767,32.7377,-96.7646
500307,2026-04-03,09:01,TA/Petro,TRK-4409,D-109,65.8,3.673,241.71,317823,317834,42.2704,-83.0457,42.2698,-83.0396
500308,2026-04-06,07:05,PetroPass,TRK-4409,D-109,58.8,3.877,227.98,318208,318217,35.1273,-89.9451,35.1347,-89.936
500309,2026-04-09,20:30,TA/Petro,TRK-4409,D-109,75.0,4.023,301.71,318730,318721,41.5578,-93.6675,41.5665,-93.6656
500310,2026-04-12,10:54,TA/Petro,TRK-4409,D-109,81.8,4.001,327.31,319289,319288,42.2676,-82.9178,42.2589,-82.9212
500311,2026-04-13,11:23,Pilot,TRK-4409,D-109,89.7,4.009,359.63,319910,319913,42.2981,-83.0157,42.2899,-83.0048
500312,2026-04-14,16:51,FleetOne,TRK-4409,D-109,42.7,4.094,174.82,320227,320220,43.4945,-79.6383,43.4905,-79.6209
500313,2026-04-15,06:53,TA/Petro,TRK-4409,D-109,63.9,3.746,239.38,320630,320634,42.2797,-83.0514,42.2775,-83.0487
500314,2026-04-16,10:08,Pilot,TRK-4409,D-109,80.5,3.941,317.24,321177,321170,43.5779,-79.5924,43.5834,-79.5718
500315,2026-04-19,12:41,FleetOne,TRK-4409,D-109,79.3,4.056,321.61,321697,321696,35.0778,-90.0253,35.0843,-90.0271
500316,2026-04-21,19:26,TA/Petro,TRK-4409,D-109,66.2,4.12,272.76,322168,322161,40.4387,-80.0803,40.4356,-80.0787
500317,2026-04-23,14:30,TA/Petro,TRK-4409,D-109,78.6,3.849,302.53,322695,322694,39.1009,-84.5017,39.0821,-84.5057
500318,2026-04-24,16:06,TA/Petro,TRK-4409,D-109,72.9,3.706,270.15,323206,323218,43.5826,-79.5618,43.5995,-79.554
500319,2026-04-27,13:14,Love's,TRK-4409,D-109,74.9,3.812,285.55,323692,323714,41.621,-93.5587,41.613,-93.5622
500320,2026-04-30,11:06,Pilot,TRK-4409,D-109,60.4,3.975,240.08,324151,324147,43.5972,-79.713,43.5994,-79.7222
500321,2026-05-01,08:59,Love's,TRK-4409,D-109,67.9,3.969,269.48,324596,324601,41.8232,-87.6739,41.8173,-87.6739
500322,2026-03-07,07:37,FleetOne,TRK-4410,D-110,67.7,3.999,270.71,368199,368203,41.8666,-87.6037,41.8708,-87.6039
500323,2026-03-10,19:25,Pilot,TRK-4410,D-110,51.5,3.831,197.28,368584,368586,41.8476,-87.5708,41.8537,-87.5798
500324,2026-03-13,15:29,FleetOne,TRK-4410,D-110,79.0,3.843,303.6,369106,369102,41.8242,-87.6624,41.8313,-87.6457
500325,2026-03-15,19:54,TA/Petro,TRK-4410,D-110,62.4,3.647,227.55,369580,369579,35.1065,-90.0179,35.0954,-90.0172
500326,2026-03-18,14:57,Love's,TRK-4410,D-110,86.9,3.933,341.75,370173,370169,40.3511,-79.8593,40.3548,-79.8555
500327,2026-03-20,14:36,Pilot,TRK-4410,D-110,52.8,3.899,205.86,370506,370505,32.7054,-96.864,32.7106,-96.8705
500328,2026-03-22,21:00,PetroPass,TRK-4410,D-110,97.0,3.96,384.08,371159,371163,40.4553,-80.0164,40.4511,-80.0067
500329,2026-03-25,14:32,Pilot,TRK-4410,D-110,87.7,4.058,355.9,371705,371706,39.1731,-84.5423,39.1755,-84.5517
500330,2026-03-27,10:20,PetroPass,TRK-4410,D-110,48.5,3.743,181.53,372067,372059,39.2032,-84.4319,39.1842,-84.4177
500331,2026-03-28,20:53,PetroPass,TRK-4410,D-110,87.4,3.754,328.07,372638,372638,35.1305,-90.1069,35.1283,-90.0955
500332,2026-03-30,20:26,FleetOne,TRK-4410,D-110,89.0,4.081,363.22,373196,373206,43.6366,-79.5867,43.6375,-79.5891
500333,2026-04-01,17:23,Pilot,TRK-4410,D-110,79.1,3.944,311.95,373705,373707,41.9502,-87.546,41.9479,-87.5401
500334,2026-04-04,10:02,TA/Petro,TRK-4410,D-110,55.3,4.197,232.11,374069,374080,32.7224,-96.7727,32.712,-96.7676
500335,2026-04-06,08:14,FleetOne,TRK-4410,D-110,74.2,4.017,298.06,374593,374592,40.397,-79.9994,40.4036,-80.0066
500336,2026-04-07,11:09,Pilot,TRK-4410,D-110,63.0,4.008,252.49,375000,374990,39.023,-84.5056,39.0386,-84.5075
500337,2026-04-08,16:54,Love's,TRK-4410,D-110,55.4,3.9,216.05,375348,375349,41.9432,-87.6407,41.9449,-87.6372
500338,2026-04-10,10:48,TA/Petro,TRK-4410,D-110,67.0,4.107,275.19,375757,375771,35.1284,-90.0371,35.1166,-90.0268
500339,2026-04-11,09:25,Pilot,TRK-4410,D-110,69.2,4.037,279.37,376231,376232,35.0587,-89.9641,35.0598,-89.9767
500340,2026-04-12,09:12,Pilot,TRK-4410,D-110,75.3,4.024,302.98,376772,376776,35.1363,-89.9608,35.1399,-89.9615
500341,2026-04-15,11:50,Love's,TRK-4410,D-110,75.1,3.749,281.58,377276,377273,40.4323,-79.8973,40.433,-79.8979
500342,2026-04-18,06:10,Pilot,TRK-4410,D-110,70.3,3.868,271.92,377791,377771,41.6674,-93.51,41.6718,-93.5137
500343,2026-04-19,15:37,PetroPass,TRK-4410,D-110,50.4,4.095,206.4,378098,378092,39.2209,-84.5695,39.2355,-84.5688
500344,2026-04-20,14:03,PetroPass,TRK-4410,D-110,80.8,4.047,326.98,378652,378643,41.871,-87.6232,41.8525,-87.6146
500345,2026-04-23,19:53,Pilot,TRK-4410,D-110,68.2,3.856,262.97,379099,379099,42.2558,-82.9474,42.2552,-82.9272
500346,2026-04-25,18:47,Pilot,TRK-4410,D-110,81.8,4.129,337.72,379646,379635,35.0936,-90.0086,35.0807,-90.0112
500347,2026-04-28,21:13,FleetOne,TRK-4410,D-110,54.2,3.937,213.36,379972,379975,40.3676,-80.0137,40.3529,-79.9995
500348,2026-04-29,09:15,Pilot,TRK-4410,D-110,90.7,4.078,369.87,380577,380584,32.7312,-96.7826,32.7288,-96.7634
500349,2026-05-01,10:16,FleetOne,TRK-4410,D-110,74.3,3.997,296.99,381086,381100,40.3916,-80.0791,40.3917,-80.0901
500350,2026-05-02,09:20,FleetOne,TRK-4410,D-110,79.8,3.66,292.08,381628,381628,39.1987,-84.5524,39.2048,-84.5592
500351,2026-05-04,07:48,Love's,TRK-4410,D-110,70.8,3.793,268.51,382131,382120,32.7134,-96.8606,32.7177,-96.8344
500352,2026-05-07,20:20,Love's,TRK-4410,D-110,42.0,4.142,173.98,382425,382425,41.865,-87.6083,41.8544,-87.6206
500353,2026-03-04,08:00,FleetOne,TRK-4411,D-111,35.9,3.923,140.84,348080,348081,43.5929,-79.6139,43.5976,-79.6072
500354,2026-03-07,15:50,PetroPass,TRK-4411,D-111,28.8,4.017,115.68,348491,348484,42.3228,-82.986,42.3232,-82.979
500355,2026-03-09,12:37,PetroPass,TRK-4411,D-111,42.2,4.045,170.69,349085,349088,41.9124,-87.6368,41.9194,-87.6083
500356,2026-03-11,15:47,TA/Petro,TRK-4411,D-111,32.4,3.849,124.71,349530,349524,35.0763,-90.0794,35.0687,-90.0965
500357,2026-03-14,14:39,PetroPass,TRK-4411,D-111,23.8,3.841,91.41,349853,349854,32.6859,-96.8316,32.6841,-96.824
500358,2026-03-17,12:26,Love's,TRK-4411,D-111,30.2,4.01,121.09,350326,350321,35.0107,-90.0222,35.0183,-90.0192
500359,2026-03-20,09:56,TA/Petro,TRK-4411,D-111,39.7,4.089,162.34,350893,350885,32.678,-96.8672,32.6822,-96.8617
500360,2026-03-22,21:38,TA/Petro,TRK-4411,D-111,35.8,3.667,131.28,351421,351406,41.9188,-87.6926,41.9093,-87.6791
500361,2026-03-24,15:59,PetroPass,TRK-4411,D-111,36.3,3.876,140.7,351888,351890,41.6774,-93.6187,41.6847,-93.6335
500362,2026-03-27,10:02,TA/Petro,TRK-4411,D-111,38.2,3.902,149.06,352424,352445,41.5626,-93.611,41.5656,-93.6012
500363,2026-03-30,14:32,Love's,TRK-4411,D-111,33.1,3.99,132.07,352916,352916,32.6737,-96.8123,32.6851,-96.8196
500364,2026-04-01,16:46,TA/Petro,TRK-4411,D-111,32.7,4.135,135.21,353376,353369,41.5968,-93.6105,41.5935,-93.6131
500365,2026-04-04,07:54,Love's,TRK-4411,D-111,24.9,4.271,106.36,353747,353748,41.8613,-87.5284,41.8641,-87.5227
500366,2026-04-07,07:21,PetroPass,TRK-4411,D-111,24.4,3.994,97.46,354126,354104,35.1925,-89.9957,35.1692,-89.9966
500367,2026-04-08,07:25,FleetOne,TRK-4411,D-111,35.4,3.747,132.64,354634,354637,41.6046,-93.6936,41.5931,-93.6935
500368,2026-04-10,11:31,PetroPass,TRK-4411,D-111,35.3,4.196,148.13,355184,355181,40.3142,-80.0546,40.3184,-80.038
500369,2026-04-11,21:31,Love's,TRK-4411,D-111,26.1,3.768,98.35,355571,355569,41.9201,-87.6562,41.9233,-87.6692
500370,2026-04-12,15:12,FleetOne,TRK-4411,D-111,37.3,3.837,143.11,356072,356078,42.3028,-83.0491,42.2987,-83.0517
500371,2026-04-14,19:19,PetroPass,TRK-4411,D-111,20.0,4.044,80.88,356353,356347,42.2316,-82.9105,42.2252,-82.9072
500372,2026-04-16,09:18,TA/Petro,TRK-4411,D-111,29.1,4.317,125.62,356817,356807,42.2203,-83.0524,42.2099,-83.0674
500373,2026-04-17,12:33,FleetOne,TRK-4411,D-111,22.1,3.914,86.49,357165,357168,39.0674,-84.4889,39.0714,-84.4857
500374,2026-04-20,18:15,Pilot,TRK-4411,D-111,34.7,4.069,141.18,357655,357649,35.0289,-90.0717,35.0214,-90.0823
500375,2026-04-23,16:18,Pilot,TRK-4411,D-111,35.9,4.13,148.27,358158,358165,32.7034,-96.726,32.7046,-96.729
500376,2026-04-25,09:20,FleetOne,TRK-4411,D-111,34.9,3.654,127.54,358639,358640,41.5972,-93.602,41.59,-93.5782
500377,2026-04-28,10:57,PetroPass,TRK-4411,D-111,35.3,3.836,135.41,359213,359209,42.2686,-83.0414,42.2816,-83.028
500378,2026-05-01,17:48,Pilot,TRK-4411,D-111,26.7,3.793,101.28,359618,359617,39.0691,-84.5517,39.0535,-84.5495
500379,2026-05-03,06:09,Pilot,TRK-4411,D-111,35.5,3.912,138.87,360112,360123,35.1388,-89.9836,35.1362,-89.9872
500380,2026-05-04,07:40,PetroPass,TRK-4411,D-111,26.7,4.13,110.26,360497,360502,39.0546,-84.4858,39.0443,-84.4889
500381,2026-03-06,10:35,Love's,TRK-4412,D-112,54.9,3.988,218.94,294989,294992,41.6448,-93.5863,41.6671,-93.572
500382,2026-03-07,15:49,Pilot,TRK-4412,D-112,59.5,4.004,238.25,295408,295396,32.7343,-96.7139,32.7361,-96.715
500383,2026-03-09,18:35,Pilot,TRK-4412,D-112,67.4,4.004,269.89,295871,295877,41.5322,-93.6771,41.5233,-93.6868
500384,2026-03-11,06:25,PetroPass,TRK-4412,D-112,64.9,3.881,251.86,296374,296374,43.6297,-79.6362,43.6314,-79.6142
500385,2026-03-14,06:03,FleetOne,TRK-4412,D-112,67.3,3.945,265.52,296858,296863,35.0278,-90.0481,35.0263,-90.0498
500386,2026-03-17,06:00,TA/Petro,TRK-4412,D-112,77.4,4.01,310.36,297427,297423,43.6286,-79.5812,43.6373,-79.5741
500387,2026-03-18,09:42,PetroPass,TRK-4412,D-112,77.4,3.856,298.43,297998,297998,40.4091,-79.9792,40.4008,-79.98
500388,2026-03-21,11:36,TA/Petro,TRK-4412,D-112,64.2,4.162,267.23,298460,298464,40.3588,-80.1306,40.354,-80.1346
500389,2026-03-23,07:54,PetroPass,TRK-4412,D-112,66.4,4.104,272.5,298957,298951,40.399,-80.0409,40.3818,-80.0453
500390,2026-03-26,07:53,Love's,TRK-4412,D-112,53.7,4.033,216.56,299367,299362,39.1275,-84.4591,39.1319,-84.4613
500391,2026-03-29,06:32,TA/Petro,TRK-4412,D-112,88.2,4.066,358.65,300013,300009,42.1791,-82.9362,42.1938,-82.9359
500392,2026-03-31,09:58,FleetOne,TRK-4412,D-112,70.5,3.859,272.04,300544,300538,43.6487,-79.6353,43.6414,-79.6418
500393,2026-04-03,14:24,FleetOne,TRK-4412,D-112,75.7,4.101,310.48,301079,301085,32.6848,-96.8107,32.675,-96.8005
